ID,Species,Group,Area,Survey,Type,Value,Harbour,POINT_X,POINT_Y
1757,White-w inged Scoter,Waterfowl,All,Jan-98,Density,1.1,Esquimalt,468035.6001,5364513.253
1758,Common Goldeneye,Waterfowl,All,Jan-98,Density,9.5,Sooke,450585.1196,5359552.437
1759,Bufflehead,Waterfowl,All,Jan-98,Density,29.7,Esquimalt,467728.0141,5365123.197
1760,Hooded Merganser,Waterfowl,All,Jan-98,Density,3.5,Sooke,452393.6917,5357903.781
1761,Common Merganser,Waterfowl,All,Jan-98,Density,0.1,Sooke,452237.6616,5359307.225
1762,Red-breasted Merganser,Waterfowl,All,Jan-98,Density,16.7,Esquimalt,468355.4582,5364575.29
1763,American Coot,Coots,All,Jan-98,Density,2.7,Sooke,450541.3191,5357737.565
1764,Semipalmated Plover,Shorebirds,All,Jan-98,Density,NA,Sooke,451426.1454,5358990.577
1765,Killdeer,Shorebirds,All,Jan-98,Density,0.1,Esquimalt,467281.8315,5366212.919
1766,Black-bellied Plover,Shorebirds,All,Jan-98,Density,NA,Sooke,451915.8182,5358263.454
1767,Black Oystercatcher,Shorebirds,All,Jan-98,Density,0.2,Esquimalt,467783.3919,5366002.951
